"","word","length","frequency","ageOfAcquisition","valence","arousal","dominance","ReactionTime","concreteness","polysemy","information","phonologicalDensity"
"9656","brick",5,498,6.43,4.65,2.53,5,-0.696641043860654,4.83,2,8.809,24
"9679","bride",5,187,5.1,6.8,4.5,6.08,-0.407630054117172,4.63,3,8.308,21
"9682","bridegroom",9,39,11.33,6.1,4.33,4.75,0.253689529154467,4.39,2,13.459,0
"9685","bridesmaid",9,17,8.47,6.19,4.82,5.05,-0.248133357913667,4.41,1,7.837,1
"9689","bridge",5,1034,5.58,5.44,3.48,4.78,-0.377090880284257,4.97,9,7.28,12
"9713","brief",5,49,8.44,6,3.42,5.39,-0.630773054526894,2.38,2,8.285,10
"9716","briefcase",8,144,6.37,5.2,3.59,6.33,-0.206181353273743,4.86,1,6.9,0
"9721","briefing",7,94,12.59,4.76,3.58,5.88,-0.33322592921931,2.79,1,7.413,5
"9727","brig",5,3,12.82,4,3.29,3.5,1.08326460146732,4.48,2,10.838,12
"9728","brigade",7,198,11.58,4.43,4.44,5.59,0.156620668720051,4.3,1,7.175,1
"9751","brightness",8,100,7.24,7.05,4.39,5.79,-0.350391587604134,3.43,3,10.423,1
"9755","brilliance",9,98,10.5,7.09,5.24,6.64,-0.312397862025232,2.39,3,9.968,1
"9763","brim",5,54,10.68,5.21,4,4.79,0.266219780134249,4.23,2,12.191,15
"9774","brimstone",9,19,11.19,3.67,3.87,3.65,0.075140102865792,3.83,1,6.12,0
"9846","brink",6,107,10.47,4.95,4.22,4.53,0.12452446102998,2.48,3,10.772,12
"9860","brisket",8,12,12.11,5.6,4.27,5.16,0.816136969084078,4.61,1,8.465,1
"9895","broad",5,0,10.5,5.14,3.26,4.23,-0.422061171425866,2.45,1,9.998,15
"9899","broadcast",9,139,9.3,4.89,4.41,4.92,-0.267807621342568,3.46,2,9.729,4
"9936","broadside",8,15,11.88,3.8,3.16,4.64,0.575341046709607,4,5,10.919,0
"9949","brochure",7,103,9.58,4.74,3.43,5.32,-0.278219328462295,4.76,1,7.853,1
"9991","broker",7,61,10.94,4.15,3.77,5.37,0.153003937123735,4.03,1,6.951,7
"10010","bronco",7,8,9,5.83,4.25,4.28,1.00963679801542,4.75,1,6.892,4
"10017","bronze",6,275,10,5.81,3.62,5.4,-0.472228248139504,4.47,2,7.318,4
"10024","brooch",5,33,10.71,5.33,3.64,5.04,-0.197321554782825,4.19,1,5.012,7
"10026","brood",5,31,10.47,4.65,2.57,4.04,0.0581215383878547,2.96,1,11.228,21
"10048","brook",5,74,8.42,7,3.33,6.08,0.0499754588684284,4.43,1,4.57,10
"10054","broom",5,116,5.5,5.5,3.33,5.76,-0.265132072026681,4.89,3,9.146,15
"10056","broomstick",9,6,6.11,5,3.32,5.5,-0.120999101129833,4.8,1,12.964,1
"10059","broth",5,32,9,5.55,2.27,6.23,0.118359132478027,4.68,2,6.678,8
"10060","brothel",6,48,14.94,4.63,5.4,4.88,-0.188324985570333,4.23,1,12.522,1
"10062","brother",7,1531,3.63,6.18,4.48,5.46,-0.198062350266642,4.43,5,6.508,3
"10097","brow",4,184,9.82,5.11,3.23,4.29,-0.104468731457111,4.39,3,9.104,11
"10104","brown",5,138,4.2,5.52,3.32,4.65,-0.472941914442305,4.48,4,5.738,15
"10118","brownstone",9,7,12.73,4.74,2.94,4.94,0.112563946213273,4.4,2,8.881,0
"10122","browse",5,3,9.89,5.47,3.57,5.95,-0.40497937922454,3.07,3,6.25,9
"10130","bruise",5,29,5.45,3.24,4.04,3.78,-0.68682574318752,4.73,1,12.981,18
"10147","brunch",6,0,8.68,6.57,4.09,5.64,-0.0312232202572235,4.41,1,7.39,4
"10153","brunette",7,15,8.61,6.35,4.15,5.36,-0.267839999961734,4.57,1,6.516,1
"10155","brunt",6,33,12.52,3.71,3.96,4.85,0.549305027178099,2.21,1,7.247,12
"10156","brush",5,218,3.78,5.47,3.18,6.18,-0.634561611103863,4.54,9,7.593,6
"10207","brute",5,42,10.85,3.48,4.85,5.55,-0.249615466245013,3.31,2,11.549,18
"10215","bubble",5,67,3.79,6.43,4.19,6.12,-0.641420209436515,4.6,4,8.608,14
"10225","bubbly",6,6,8.17,6.9,4.77,6,0.121107946731173,3.52,1,10.899,4
"10230","buck",4,10,7.68,6.5,4.7,5.39,-0.162028698106966,4.67,5,8.597,41
"10237","bucket",6,237,5.61,4.55,2.96,5.52,-0.437647652397255,4.96,2,9.339,6
"10249","buckle",5,18,6.42,5.05,3.76,4.83,-0.118180271494489,4.71,2,5.383,11
"10270","buckshot",7,2,9.6,4.76,5.15,5.14,0.707700030762509,4.78,1,3.02,0
"10276","buckwheat",7,5,8.69,5.24,2.7,6.22,0.65806876320317,4.54,2,6.831,1
"10290","buddy",5,87,5.37,7.41,4.57,6.24,-0.346788332038864,3.48,1,4.106,20
"10296","budget",6,619,10.05,4.56,3.33,4.9,-0.742519136514204,3.14,2,8.387,4
"10312","buff",4,12,11.74,6.21,4.59,5.39,-0.267901158289858,3.73,5,8.32,28
"10318","buffer",6,34,12.37,5.42,4.05,5.43,-0.511721895729065,2.89,7,9.027,17
"10326","buffet",6,1,7.58,6.05,4.95,5.88,-0.256901604864384,4.67,3,7.361,2
"10337","buffoon",6,5,9.16,3.95,5.7,4,0.141252088215776,3.39,2,13.793,3
"10342","bug",4,36,3.79,3.45,6.06,4.08,-0.731009670467715,5,5,6.853,33
"10372","buggy",5,15,6.95,4.65,4.04,5.33,0.0604336704843805,4.18,1,9.362,16
"10377","bugle",6,12,8.88,5.05,4.41,5.42,0.321794913284513,4.84,3,7.489,2
"10390","build",5,80,4.45,6.33,3.38,6.5,-0.724230660360459,3.71,2,8.178,23
"10392","builder",7,76,5.95,5.95,3.32,6.93,-0.341269801842482,3.97,3,5.417,7
"10395","building",7,2155,6.16,5.47,3.35,6,-0.272098754143939,4.64,4,7.947,8
"10415","buildup",7,114,9.63,5.37,3.55,5.06,0.812407891694431,3.08,3,10.943,1
"10427","bulb",5,116,6.56,5.86,3.26,4.82,-0.429295214047579,4.93,6,5.992,4
"10436","bulge",5,58,8.1,3.74,4.05,4.39,-0.235020832100509,3.92,1,12.332,4
"10448","bulk",5,385,10.21,4.89,3.43,5.05,-0.418130469161033,3.24,3,9.205,9
"10449","bulkhead",8,14,13.07,4.67,3.65,4.88,0.36604252067669,4.17,1,11.828,1
"10457","bull",4,378,4.53,3.95,4.9,6.89,-0.68820491461157,4.85,11,7.19,23
"10460","bulldog",7,17,7.28,4.74,3.72,4.44,0.0257215671871199,4.71,1,5.717,1
"10469","bullet",6,229,6.7,3.45,5.89,3.93,-0.615290604663513,4.83,3,8.215,5
"10484","bullfrog",8,4,6.33,5.05,2.88,5.05,0.288490010051861,4.9,1,7.643,1
"10495","bullion",7,16,12.94,5.79,3.8,5.46,0.366831410943485,4.26,2,7.347,1
"10505","bullshit",7,28,10,2.33,7,3,0.10058619023637,2.96,1,11.25,0
"10513","bully",5,55,6.05,2.67,5.86,3.18,-0.274316808129519,3.92,2,11.612,19
"10528","bum",4,47,8.11,3.64,4.39,4.74,-0.3880797990832,4.21,4,9.539,35
"10547","bummer",6,2,7.3,2.57,4.32,3.89,0.323755035933166,1.97,2,12.104,16
"10553","bump",5,59,4.35,5.05,4.75,5.33,-0.49998744479532,4.1,3,6.022,18
"10560","bumper",7,40,7.32,4.79,3.45,5.11,-0.21706222261272,4.96,2,7.338,9
"10590","bun",4,67,5.79,5.47,3.05,5.29,-0.29723863542375,4.88,1,7.712,47
"10592","bunch",5,281,4.89,5.83,2.81,4.56,-0.400421577355978,3.5,3,8.735,15
"10598","bundle",6,239,7.06,5.1,3.48,5.12,-0.413635197282176,4.22,3,7.925,5
"10637","bunk",5,3,5.62,5.43,3.53,5.19,-0.116616278990273,4.3,6,9.399,16
"10644","bunker",7,127,9.5,4.7,4.23,4.95,0.260960968638782,4.79,3,9.21,8
"10666","bunny",5,19,4.5,7.3,3.86,5.78,-0.458866225533561,4.97,2,4.861,27
"10674","buoy",3,8,9.76,5.9,2.68,5.76,0.695688961511354,4.57,1,7.832,28
"10693","burden",5,483,9.11,3.05,3.96,3.14,-0.416688104747842,2.63,4,8.295,8
"10704","bureau",6,289,11.95,4.7,3.74,5.19,0.0971687152017295,4.04,2,4.987,2
"10725","burglar",7,44,7,2.67,5.32,3.88,-0.270353055677727,4.44,1,9.552,3
"10745","burial",6,163,9.22,2.65,4.3,5.16,-0.28681663290705,3.93,2,10.488,4
"10756","burlesque",7,10,14.69,5.68,5.3,4.74,0.348267978529057,3.12,2,11.386,0
"10768","burn",4,119,4.72,3.73,5.4,3.9,-0.484680063015805,4.11,5,9.301,38
"10780","burner",6,21,8,3.9,4.67,4.64,-0.210201567976582,4.78,2,4.759,15
"10821","burp",4,7,4.67,5.38,4.95,5.75,-0.259672775784672,4.34,1,8.165,16
"10827","burr",4,4,9.33,4.33,2.96,4.84,0.89936272112985,3.93,5,4.334,41
